5,-10,3,99,3
4,10,2,99,3
5,10,1,99,6
5,-10,0,99,2
5,-10,2,99,3
6,-10,1,99,5
5,-10,1,99,4
3,-10,1,99,2
4,10,1,99,1
4,-10,2,99,2
6,-10,3,99,3
4,-10,1,99,3
6,10,2,99,4
5,10,0,99,1
3,-10,3,99,2
5,10,3,99,8
4,-10,0,99,8
3,10,0,99,3
6,-10,0,99,6
5,10,2,99,7
6,10,1,99,7
6,-10,2,99,6
6,10,3,99,9
4,10,3,99,7
4,-10,3,99,1
4,10,0,99,2
3,10,2,99,3
6,10,0,99,6
3,10,1,99,4
3,-10,2,99,3
3,-10,0,99,5
3,10,3,99,4
