code_event,myEvent,onsets,response,rt
2,DodgerBlue,0.00511666852981,99,99.0
13,T,0.723586282693,-6,360.179503215
2,DodgerBlue,2.80601311335,99,99.0
12,T,3.37194267788,6,346.235937672
1,Orange,5.45712555945,99,99.0
13,T,5.98961907928,-6,279.494371265
2,DodgerBlue,8.07486873656,99,99.0
12,T,8.6406238355,6,396.24914201
2,DodgerBlue,10.7259530504,99,99.0
12,T,11.258269425,6,12.792384252
1,Orange,13.343609085,99,99.0
13,T,13.9927379113,-6,296.146342647
2,DodgerBlue,16.0779133643,99,99.0
13,T,16.9104984859,-6,479.609419825
2,DodgerBlue,18.9955896144,99,99.0
12,T,19.6284976407,6,362.665861845
1,Orange,21.713701205,99,99.0
13,T,22.3124493816,-6,296.39582464
1,Orange,24.3980449385,99,99.0
13,T,25.2471179207,-6,512.895489112
1,Orange,27.33227787,99,99.0
13,T,27.9648775185,-6,379.480906413
1,Orange,30.0500123341,99,99.0
13,T,30.5824937336,-6,562.949159415
2,DodgerBlue,32.6678618417,99,99.0
12,T,33.3002252924,6,479.569492163
1,Orange,35.3854375303,99,99.0
13,T,35.9513568211,-6,329.408036079
1,Orange,38.036433673,99,99.0
13,T,38.1354001784,-6,429.621905787
2,DodgerBlue,40.2206416583,99,99.0
12,T,40.7864565525,6,312.853267416
2,DodgerBlue,42.8714755188,99,99.0
12,T,43.4044475363,6,329.234006582
1,Orange,45.4893162234,99,99.0
12,T,46.171945019,6,546.21790105
1,Orange,48.2570506016,99,99.0
12,T,49.0730413606,6,396.236173576
2,DodgerBlue,51.1583236523,99,99.0
12,T,51.9240702182,6,362.913894118
1,Orange,54.0092574427,99,99.0
13,T,54.5418619487,-6,329.469067394
2,DodgerBlue,56.6269995401,99,99.0
12,T,57.4098010446,6,295.955431997
2,DodgerBlue,59.4951243527,99,99.0
12,T,60.1607632081,6,329.419539892
2,DodgerBlue,62.2460649585,99,99.0
12,T,63.0117277593,6,329.594748211
2,DodgerBlue,65.0972921253,99,99.0
12,T,65.5963607884,6,329.262583866
1,Orange,67.6812839115,99,99.0
13,T,67.7805895736,-6,412.590281456
2,DodgerBlue,69.8655382093,99,99.0
12,T,70.5980062218,6,396.325713256
1,Orange,72.6834145794,99,99.0
13,T,72.7820889293,-6,379.722673912
1,Orange,74.8674503426,99,99.0
13,T,75.4000370773,-6,279.442500672
2,DodgerBlue,77.485161153,99,99.0
12,T,78.3511916484,6,312.702428782
2,DodgerBlue,80.4363570744,99,99.0
12,T,81.3022864154,6,312.897453667
2,DodgerBlue,83.3876216484,99,99.0
12,T,84.1035791385,6,295.887534623
1,Orange,86.1889545338,99,99.0
13,T,86.9711421275,-6,296.158339595
1,Orange,89.056562903,99,99.0
13,T,89.7722892241,-6,296.031097998
1,Orange,91.8574621298,99,99.0
13,T,92.7237331778,-6,312.42461619
2,DodgerBlue,94.8086186409,99,99.0
13,T,95.3077248256,-6,296.10053834
1,Orange,97.3931920641,99,99.0
13,T,97.9587724088,-6,396.113509312
1,Orange,100.044104592,99,99.0
