code_event,myEvent,onsets,response,rt
1,Orange,0.00509741448332,99,99.0
12,T,0.723672138061,6,393.444555928
2,DodgerBlue,2.80602168175,99,99.0
12,T,3.65543750499,6,379.476157483
1,Orange,5.74073158915,99,99.0
12,T,6.43982258532,6,396.18207165
2,DodgerBlue,8.52506403823,99,99.0
13,T,9.25754375884,-6,346.184337977
2,DodgerBlue,11.34283501,99,99.0
13,T,11.9251884955,-6,329.57633934
1,Orange,14.0104731242,99,99.0
12,T,14.5596866844,6,329.450108111
2,DodgerBlue,16.6448356954,99,99.0
12,T,17.377364255,6,346.221002517
2,DodgerBlue,19.4625700358,99,99.0
13,T,19.9954326702,-6,295.8042596
1,Orange,22.0803423948,99,99.0
12,T,22.8462173874,6,429.493373842
1,Orange,24.931481986,99,99.0
12,T,25.4638293348,6,646.381067112
2,DodgerBlue,27.5490662674,99,99.0
13,T,28.0504071605,-6,327.30158593
2,DodgerBlue,30.1333440015,99,99.0
12,T,30.8492604933,6,329.518132028
2,DodgerBlue,32.9344875673,99,99.0
13,T,33.6836514608,-6,496.296512894
2,DodgerBlue,35.7688985617,99,99.0
13,T,36.4682434818,-6,362.741112709
2,DodgerBlue,38.5534501409,99,99.0
13,T,39.2026253369,-6,446.12104143
1,Orange,41.2877162459,99,99.0
12,T,41.3867027512,6,446.224015672
1,Orange,43.4720388653,99,99.0
13,T,44.2881687186,-6,329.175290884
1,Orange,46.3730998687,99,99.0
12,T,46.4719774299,6,479.607413872
2,DodgerBlue,48.5571224319,99,99.0
13,T,49.4232230745,-6,346.102208947
1,Orange,51.5083263775,99,99.0
12,T,52.3409459891,6,312.849956099
2,DodgerBlue,54.4261160828,99,99.0
13,T,55.2086454197,-6,329.645481892
1,Orange,57.2940397894,99,99.0
13,T,58.1267047602,-6,329.390598461
2,DodgerBlue,60.2119070011,99,99.0
13,T,60.8109145513,-6,329.50839668
2,DodgerBlue,62.8962676248,99,99.0
13,T,63.4287596288,-6,329.344328027
1,Orange,65.5138459032,99,99.0
12,T,66.3967350462,6,345.886242576
2,DodgerBlue,68.4816349121,99,99.0
13,T,69.2813209376,-6,412.422651891
2,DodgerBlue,71.3660172825,99,99.0
13,T,72.2321557956,-6,396.09918464
2,DodgerBlue,74.3174033477,99,99.0
13,T,74.899863296,-6,362.704042112
1,Orange,76.985179753,99,99.0
12,T,77.5175043712,6,429.440456675
2,DodgerBlue,79.6026298155,99,99.0
13,T,80.3185837778,-6,312.726873788
2,DodgerBlue,82.4042686457,99,99.0
13,T,83.203149955,-6,295.95548322
2,DodgerBlue,85.2882883826,99,99.0
13,T,85.9374758464,-6,329.37877893
1,Orange,88.0225824545,99,99.0
12,T,88.5551148945,6,312.756323256
2,DodgerBlue,90.6404537394,99,99.0
12,T,91.3562179491,6,396.091217757
2,DodgerBlue,93.4412837003,99,99.0
13,T,94.2244224217,-6,462.344457977
2,DodgerBlue,96.3093141734,99,99.0
13,T,96.8749107134,-6,362.85968672
1,Orange,98.9602571282,99,99.0
12,T,99.059329543,6,479.323357693
1,Orange,101.144417652,99,99.0
12,T,101.243233869,6,462.933860486
2,DodgerBlue,103.328699733,99,99.0
13,T,104.161200392,-6,412.735944032
2,DodgerBlue,106.246461379,99,99.0
13,T,106.978973758,-6,412.744939444
1,Orange,109.064186308,99,99.0
12,T,109.91344348,6,362.708839006
2,DodgerBlue,111.998894309,99,99.0
13,T,112.814491809,-6,379.465486738
1,Orange,114.899701662,99,99.0
12,T,115.698938384,6,296.125762281
1,Orange,117.784216384,99,99.0
