code_event,myEvent,onsets,response,rt
2,DodgerBlue,0.0050933965249,99,99.0
13,T,0.640435378649,-6,359.968541539
2,DodgerBlue,2.72272163839,99,99.0
13,T,3.42196514236,-6,312.893002527
2,DodgerBlue,5.50713389763,99,99.0
13,T,6.27313282364,-6,312.78676528
2,DodgerBlue,8.3583087218,99,99.0
13,T,9.07437148085,-6,379.31308127
2,DodgerBlue,11.1593361015,99,99.0
13,T,11.7585081654,-6,412.951594568
1,Orange,13.8436940695,99,99.0
12,T,14.5095244851,6,346.250797855
1,Orange,16.5949191315,99,99.0
12,T,17.1939759025,6,362.868748372
2,DodgerBlue,19.2791123181,99,99.0
13,T,19.8952187765,-6,295.966256061
2,DodgerBlue,21.980273827,99,99.0
13,T,22.7627545625,-6,346.230223542
1,Orange,24.8481206135,99,99.0
12,T,25.5640678421,6,262.661110261
2,DodgerBlue,27.6490578671,99,99.0
13,T,28.3316150239,-6,246.168903657
1,Orange,30.4168854931,99,99.0
12,T,30.9661358471,6,362.69966315
1,Orange,33.0511031115,99,99.0
12,T,33.7670993775,6,279.496251023
1,Orange,35.8522081962,99,99.0
12,T,36.4848301363,6,362.827954465
1,Orange,38.5697032384,99,99.0
12,T,38.6690400434,6,529.533610912
2,DodgerBlue,40.7541541733,99,99.0
12,T,41.3866432536,-6,412.941360031
1,Orange,43.4719308206,99,99.0
12,T,44.221614983,6,329.028686974
1,Orange,46.3065169815,99,99.0
12,T,46.8388900836,6,429.485286586
2,DodgerBlue,48.9244659834,99,99.0
13,T,49.5898952966,-6,512.917621294
2,DodgerBlue,51.6753501593,99,99.0
13,T,52.3077567136,-6,296.244649217
1,Orange,54.3933281894,99,99.0
12,T,55.0086566174,6,312.842554529
1,Orange,57.0939969692,99,99.0
13,T,57.8431682611,-6,296.095801517
1,Orange,59.928244719,99,99.0
12,T,60.6109099686,6,362.779741059
2,DodgerBlue,62.6960302308,99,99.0
13,T,63.2451790213,-6,329.533855198
2,DodgerBlue,65.3304774754,99,99.0
12,T,65.4292498732,6,496.345219668
2,DodgerBlue,67.5152490347,99,99.0
13,T,67.6140138115,-6,429.111131467
2,DodgerBlue,69.6989211302,99,99.0
13,T,70.431402132,-6,429.610693711
2,DodgerBlue,72.5173191074,99,99.0
13,T,73.2824457295,-6,312.870635767
1,Orange,75.3675947195,99,99.0
12,T,75.9680420423,6,344.94539164
2,DodgerBlue,78.0523796575,99,99.0
12,T,78.56792644,6,379.415423842
1,Orange,80.6531466809,99,99.0
12,T,81.3855846183,6,362.851912272
2,DodgerBlue,83.4707926246,99,99.0
13,T,83.9868909271,-6,379.220753792
1,Orange,86.0722527404,99,99.0
12,T,86.8710571597,6,362.84996639
1,Orange,88.9563833912,99,99.0
12,T,89.8057050072,6,345.996913034
1,Orange,91.8908151221,99,99.0
12,T,92.7570066816,6,312.484477647
2,DodgerBlue,94.8421368266,99,99.0
13,T,95.4911595992,-6,429.453879129
1,Orange,97.5763888204,99,99.0
12,T,98.1922220347,6,412.764455308
1,Orange,100.277749174,99,99.0
13,T,100.993217748,-6,412.85222338
2,DodgerBlue,103.078589529,99,99.0
12,T,103.177560271,6,562.742122565
1,Orange,105.262910503,99,99.0
13,T,105.811844166,-6,346.061117249
1,Orange,107.897049974,99,99.0
12,T,108.563189745,6,412.483217078
2,DodgerBlue,110.648173963,99,99.0
13,T,111.18053016,-6,329.454841907
1,Orange,113.265758142,99,99.0
12,T,113.831369978,6,329.658781178
2,DodgerBlue,115.916824678,99,99.0
13,T,116.438036693,-6,273.985544569
2,DodgerBlue,118.517891896,99,99.0
13,T,119.150352041,-6,346.129327547
1,Orange,121.235667316,99,99.0
12,T,121.734752737,6,329.413079657
1,Orange,123.819924226,99,99.0
12,T,123.919016512,-6,546.031471575
2,DodgerBlue,126.004273273,99,99.0
13,T,126.503092701,-6,346.197637031
1,Orange,128.588416665,99,99.0
12,T,129.304255644,6,329.500261229
2,DodgerBlue,131.389344926,99,99.0
13,T,132.105568893,-6,362.566400436
1,Orange,134.190638076,99,99.0
12,T,134.939700223,6,296.196787618
2,DodgerBlue,137.024990674,99,99.0
13,T,137.524239709,-6,329.313771683
1,Orange,139.609597754,99,99.0
12,T,140.409057086,6,379.027755931
2,DodgerBlue,142.494009493,99,99.0
12,T,143.093064086,6,579.431059188
2,DodgerBlue,145.17828744,99,99.0
13,T,146.027382191,-6,346.141345566
1,Orange,148.112763583,99,99.0
13,T,148.828672977,-6,379.526476027
2,DodgerBlue,150.913965993,99,99.0
13,T,151.629631933,-6,446.13231672
1,Orange,153.714970889,99,99.0
12,T,153.813733834,6,512.905886048
1,Orange,155.899070087,99,99.0
12,T,156.714795237,6,362.904224894
2,DodgerBlue,158.800415333,99,99.0
13,T,159.632763011,-6,329.389753402
1,Orange,161.718141234,99,99.0
12,T,161.816907409,6,462.800516631
1,Orange,163.902381342,99,99.0
12,T,164.652066211,6,362.037253333
2,DodgerBlue,166.736850321,99,99.0
13,T,167.41889283,-6,329.614176648
2,DodgerBlue,169.504608462,99,99.0
13,T,170.120315827,-6,312.565857777
2,DodgerBlue,172.205188177,99,99.0
13,T,172.854557974,-6,312.727514305
2,DodgerBlue,174.939776152,99,99.0
13,T,175.555842289,-6,279.138477636
2,DodgerBlue,177.640998894,99,99.0
13,T,178.42339695,-6,329.392303713
1,Orange,180.508755007,99,99.0
13,T,181.307804466,-6,429.465151276
2,DodgerBlue,183.393069774,99,99.0
13,T,184.20904121,-6,379.362963839
2,DodgerBlue,186.294294332,99,99.0
12,T,186.876437586,6,346.339221578
1,Orange,188.961906317,99,99.0
12,T,189.594747158,6,412.411427824
1,Orange,191.679669539,99,99.0
12,T,192.412076691,-6,462.863872759
1,Orange,194.497445362,99,99.0
12,T,195.363414281,6,345.956293633
2,DodgerBlue,197.448700763,99,99.0
13,T,198.16453188,-6,345.935722115
1,Orange,200.24981308,99,99.0
12,T,201.098782767,6,329.469103599
