code_event,myEvent,onsets,response,rt
5,4,0.00697071361355,99,99.0
54,99,0.788494623965,99,99.0
54,99,1.5710854819,99,99.0
55,99,2.35466274142,99,99.0
35,4,3.13832756341,TRUE,813.122152351
6,5,5.52349596063,99,99.0
51,-10,6.30736840912,99,99.0
23,2,7.09084652748,99,99.0
55,99,7.87369982013,99,99.0
47,6,9.05821957451,FALSE,628.713952377
4,3,11.4424021266,99,99.0
53,10,12.2260202306,99,99.0
22,1,13.0095937939,99,99.0
55,99,13.7921906187,99,99.0
35,4,14.5762718908,TRUE,679.468593094
6,5,16.9602985296,99,99.0
53,10,17.7438748418,99,99.0
24,3,18.5274557645,99,99.0
55,99,19.3110942621,99,99.0
35,4,20.0947485308,FALSE,496.266863076
6,5,22.4789243762,99,99.0
51,-10,23.2624307316,99,99.0
21,0,24.0471383391,99,99.0
55,99,24.8303234669,99,99.0
36,5,25.6133926206,TRUE,446.323878015
4,3,27.9976559653,99,99.0
54,99,28.7812247978,99,99.0
54,99,29.5648516115,99,99.0
55,99,30.3484893091,99,99.0
32,1,31.1321906598,FALSE,546.303389361
7,6,33.5162701668,99,99.0
53,10,34.2999205349,99,99.0
24,3,35.083920831,99,99.0
55,99,35.8672480165,99,99.0
46,5,37.051200439,FALSE,1296.45334289
5,4,39.4352486053,99,99.0
51,-10,40.219185898,99,99.0
22,1,41.0025941889,99,99.0
55,99,41.7861937878,99,99.0
32,1,42.5698062528,FALSE,813.044159673
7,6,44.953920427,99,99.0
53,10,45.742875747,99,99.0
21,0,46.5211823698,99,99.0
55,99,47.3048222839,99,99.0
46,5,48.488669397,TRUE,562.976337853
6,5,50.8729166877,99,99.0
51,-10,51.6564961217,99,99.0
23,2,52.4403587328,99,99.0
55,99,53.2238960592,99,99.0
47,6,54.4075267187,FALSE,763.092191191
4,3,56.7922573186,99,99.0
51,-10,57.5753446675,99,99.0
21,0,58.3590817138,99,99.0
55,99,59.1426435752,99,99.0
47,6,60.3264468634,FALSE,596.308571985
7,6,62.710748869,99,99.0
53,10,63.4942566439,99,99.0
22,1,64.2780876255,99,99.0
55,99,65.0614042368,99,99.0
44,3,66.2457010987,FALSE,629.286709591
6,5,68.6295528712,99,99.0
51,-10,69.4130564177,99,99.0
22,1,70.1967477174,99,99.0
55,99,70.980413201,99,99.0
49,8,72.1655949294,FALSE,778.316454147
5,4,74.5486533979,99,99.0
53,10,75.3319967395,99,99.0
23,2,76.1156201968,99,99.0
55,99,76.8995647164,99,99.0
36,5,77.6829587128,FALSE,479.594816803
4,3,80.0671334033,99,99.0
53,10,80.850714792,99,99.0
21,0,81.6344388942,99,99.0
55,99,82.4180713919,99,99.0
34,3,83.2016870207,TRUE,629.638060229
7,6,85.5858682254,99,99.0
54,99,86.3693979278,99,99.0
54,99,87.1535981634,99,99.0
55,99,87.9368378647,99,99.0
50,9,89.1218299089,FALSE,678.405269398
6,5,91.5047376972,99,99.0
54,99,92.2883574883,99,99.0
54,99,93.0720227645,99,99.0
55,99,93.8555663674,99,99.0
35,4,94.6392776157,FALSE,1246.57703028
6,5,97.0234923747,99,99.0
53,10,97.8074299952,99,99.0
21,0,98.5907667504,99,99.0
55,99,99.3744710605,99,99.0
38,7,100.159253295,FALSE,661.757818307
4,3,102.542626823,99,99.0
54,99,103.325913221,99,99.0
54,99,104.109440166,99,99.0
55,99,104.893003579,99,99.0
34,3,105.676943479,FALSE,1629.83986572
7,6,108.061228691,99,99.0
54,99,108.844838753,99,99.0
54,99,109.628136198,99,99.0
55,99,110.411796039,99,99.0
47,6,111.595729563,TRUE,512.836095993
4,3,113.979820177,99,99.0
53,10,114.763465438,99,99.0
22,1,115.547168455,99,99.0
55,99,116.330632537,99,99.0
35,4,117.114816385,FALSE,762.585126096
5,4,119.498523857,99,99.0
54,99,120.2822437,99,99.0
54,99,121.065821501,99,99.0
55,99,121.849401497,99,99.0
35,4,122.633136607,TRUE,996.41319504
7,6,125.017302416,99,99.0
51,-10,125.800821827,99,99.0
21,0,126.584683539,99,99.0
55,99,127.369511869,99,99.0
47,6,128.552033711,TRUE,512.875313405
7,6,130.936186267,99,99.0
51,-10,131.719781409,99,99.0
22,1,132.503448763,99,99.0
55,99,133.287001455,99,99.0
37,6,134.07064806,FALSE,946.509478497
5,4,136.45486847,99,99.0
54,99,137.238444587,99,99.0
54,99,138.022577852,99,99.0
55,99,138.805817208,99,99.0
38,7,139.589429098,FALSE,663.015054422
7,6,141.973646224,99,99.0
53,10,142.757259522,99,99.0
23,2,143.541218138,99,99.0
55,99,144.324610916,99,99.0
47,6,145.508255969,FALSE,613.040289376
7,6,147.892463679,99,99.0
51,-10,148.676480242,99,99.0
23,2,149.459883457,99,99.0
55,99,150.243670144,99,99.0
32,1,151.027189444,FALSE,696.218015393
5,4,153.41128256,99,99.0
53,10,154.195131914,99,99.0
21,0,154.978516873,99,99.0
55,99,155.762034948,99,99.0
48,7,156.945966544,FALSE,1229.84631429
4,3,159.33044396,99,99.0
51,-10,160.113720172,99,99.0
24,3,160.897415192,99,99.0
55,99,161.681054141,99,99.0
34,3,162.464701057,FALSE,779.705137713
5,4,164.848867467,99,99.0
51,-10,165.632476666,99,99.0
23,2,166.41605816,99,99.0
55,99,167.19969138,99,99.0
33,2,167.984407622,TRUE,778.707286692
6,5,170.367649293,99,99.0
54,99,171.151339992,99,99.0
54,99,171.93492726,99,99.0
55,99,172.718329443,99,99.0
46,5,173.90235852,TRUE,729.625183507
5,4,176.286497914,99,99.0
53,10,177.07014003,99,99.0
24,3,177.853787421,99,99.0
55,99,178.637696765,99,99.0
38,7,179.420895011,TRUE,646.442747791
5,4,181.805258977,99,99.0
