code_event,myEvent,onsets,response,rt
7,6,0.00709603482392,99,99.0
54,99,0.788389103953,99,99.0
54,99,1.57104869757,99,99.0
55,99,2.35468885826,99,99.0
35,4,3.13930426294,FALSE,562.054082635
5,4,5.52281221561,99,99.0
51,-10,6.30734674039,99,99.0
21,0,7.09095372574,99,99.0
55,99,7.87332979625,99,99.0
46,5,9.05820028763,FALSE,461.987685412
4,3,11.442428457,99,99.0
53,10,12.2259148519,99,99.0
24,3,13.0086563569,99,99.0
55,99,13.7922349367,99,99.0
47,6,14.9763314259,TRUE,579.459058004
4,3,17.3602186476,99,99.0
53,10,18.1440233439,99,99.0
22,1,18.9285963252,99,99.0
55,99,19.7114029269,99,99.0
35,4,20.4947916482,TRUE,513.013560674
5,4,22.8790197513,99,99.0
51,-10,23.6626213352,99,99.0
24,3,24.4462326153,99,99.0
55,99,25.2301399806,99,99.0
43,2,26.4148867778,FALSE,1028.66712539
7,6,28.7980455664,99,99.0
54,99,29.5816580434,99,99.0
54,99,30.3651050766,99,99.0
55,99,31.1487902952,99,99.0
35,4,31.9323522137,FALSE,563.087307499
7,6,34.3166249115,99,99.0
51,-10,35.1001497899,99,99.0
23,2,35.8844560419,99,99.0
55,99,36.667622039,99,99.0
33,2,37.451239782,FALSE,629.633564036
4,3,39.8353559292,99,99.0
54,99,40.619042429,99,99.0
54,99,41.4028636032,99,99.0
55,99,42.1863115837,99,99.0
43,2,43.3699998844,FALSE,963.22140377
6,5,45.7543795458,99,99.0
53,10,46.5431598944,99,99.0
22,1,47.3215548375,99,99.0
55,99,48.1052205887,99,99.0
37,6,48.8888440852,TRUE,829.715198372
7,6,51.272970238,99,99.0
53,10,52.0566337849,99,99.0
22,1,52.8403190756,99,99.0
55,99,53.6238788798,99,99.0
48,7,54.8088501485,TRUE,461.755999131
6,5,57.1921315847,99,99.0
51,-10,57.975474779,99,99.0
21,0,58.7593634047,99,99.0
55,99,59.5429142467,99,99.0
46,5,60.726600848,TRUE,462.919844314
7,6,63.1108055621,99,99.0
53,10,63.8944267577,99,99.0
21,0,64.6780202185,99,99.0
55,99,65.4616258295,99,99.0
47,6,66.6458353575,TRUE,662.634359905
7,6,69.0297001674,99,99.0
54,99,69.8136906381,99,99.0
54,99,70.5968939008,99,99.0
55,99,71.3805537124,99,99.0
37,6,72.1642684793,TRUE,679.60047652
7,6,74.5483987104,99,99.0
51,-10,75.3318959142,99,99.0
24,3,76.1155851628,99,99.0
55,99,76.8995880693,99,99.0
34,3,77.6828596407,TRUE,1680.12511882
4,3,80.0671452677,99,99.0
51,-10,80.8506759866,99,99.0
22,1,81.6343570851,99,99.0
55,99,82.4180156785,99,99.0
36,5,83.2016394937,FALSE,879.765914055
6,5,85.5858983963,99,99.0
51,-10,86.3694073984,99,99.0
23,2,87.1533371242,99,99.0
55,99,87.9368820143,99,99.0
44,3,89.1210424394,TRUE,662.508410169
6,5,91.506877872,99,99.0
53,10,92.2883320572,99,99.0
23,2,93.0720852236,99,99.0
55,99,93.8555044016,99,99.0
50,9,95.0405060787,FALSE,962.033041753
5,4,97.4235311553,99,99.0
51,-10,98.2075652884,99,99.0
21,0,98.9908578038,99,99.0
55,99,99.7745049449,99,99.0
46,5,100.958264562,FALSE,646.378264762
4,3,103.342498147,99,99.0
53,10,104.126227931,99,99.0
21,0,104.909682931,99,99.0
55,99,105.693306343,99,99.0
32,1,106.477006704,FALSE,1596.71675297
5,4,108.861503001,99,99.0
51,-10,109.644780118,99,99.0
23,2,110.428476654,99,99.0
55,99,111.212095338,99,99.0
36,5,111.995772563,FALSE,612.983330968
4,3,114.380098448,99,99.0
53,10,115.163518862,99,99.0
23,2,115.947259629,99,99.0
55,99,116.730764787,99,99.0
36,5,117.51555652,TRUE,595.256776083
6,5,119.898629839,99,99.0
53,10,120.682513869,99,99.0
24,3,121.466105709,99,99.0
55,99,122.249567178,99,99.0
50,9,123.433425368,FALSE,496.234358405
7,6,125.817674111,99,99.0
53,10,126.60109325,99,99.0
23,2,127.38496356,99,99.0
55,99,128.168666418,99,99.0
46,5,129.352187707,FALSE,663.073838339
5,4,131.736496498,99,99.0
53,10,132.520091971,99,99.0
22,1,133.303540902,99,99.0
55,99,134.087449497,99,99.0
42,1,135.271066689,FALSE,763.106091763
4,3,137.655326364,99,99.0
51,-10,138.438893326,99,99.0
24,3,139.222831485,99,99.0
55,99,140.006323979,99,99.0
35,4,140.789811123,FALSE,746.446947567
6,5,143.174098389,99,99.0
51,-10,143.957879269,99,99.0
22,1,144.741360981,99,99.0
55,99,145.525035325,99,99.0
45,4,146.708859431,TRUE,712.917381548
5,4,149.092860353,99,99.0
51,-10,149.876857359,99,99.0
22,1,150.660263232,99,99.0
55,99,151.443830729,99,99.0
34,3,152.229149719,TRUE,628.007991123
6,5,154.611747151,99,99.0
54,99,155.395361234,99,99.0
54,99,156.178824842,99,99.0
55,99,156.962461658,99,99.0
40,9,157.746385198,FALSE,629.501208314
6,5,160.130705594,99,99.0
54,99,160.913979463,99,99.0
54,99,161.698039268,99,99.0
55,99,162.481286951,99,99.0
32,1,163.264964076,FALSE,1196.53023034
7,6,165.649123287,99,99.0
51,-10,166.432771274,99,99.0
21,0,167.216362641,99,99.0
55,99,168.000022976,99,99.0
37,6,168.784509204,TRUE,712.193968007
4,3,171.167924545,99,99.0
53,10,171.951371181,99,99.0
24,3,172.73514447,99,99.0
55,99,173.518853763,99,99.0
47,6,174.702852248,TRUE,612.701741746
4,3,177.086808648,99,99.0
51,-10,177.870385519,99,99.0
21,0,178.654052362,99,99.0
55,99,179.438208145,99,99.0
33,2,180.221382367,FALSE,629.575628089
5,4,182.605518505,99,99.0
53,10,183.389142305,99,99.0
24,3,184.172776364,99,99.0
55,99,184.956356378,99,99.0
48,7,186.140341862,TRUE,1129.69744322
6,5,188.524573844,99,99.0
53,10,189.308104001,99,99.0
21,0,190.092046238,99,99.0
55,99,190.875476177,99,99.0
46,5,192.05921666,TRUE,429.433784215
4,3,194.443431352,99,99.0
51,-10,195.226916466,99,99.0
23,2,196.010660628,99,99.0
55,99,196.794320777,99,99.0
35,4,197.577837048,FALSE,696.306648548
5,4,199.96208294,99,99.0
53,10,200.745904577,99,99.0
23,2,201.52925846,99,99.0
55,99,202.312892747,99,99.0
37,6,203.096596931,TRUE,629.598975182
4,3,205.480800806,99,99.0
54,99,206.264416621,99,99.0
54,99,207.04796432,99,99.0
55,99,207.831753465,99,99.0
45,4,209.015437405,FALSE,679.680863163
6,5,211.399984706,99,99.0
51,-10,212.183348435,99,99.0
24,3,212.968461897,99,99.0
55,99,213.750487751,99,99.0
43,2,214.934345354,TRUE,562.918847194
5,4,217.318516234,99,99.0
54,99,218.102122176,99,99.0
54,99,218.88566885,99,99.0
55,99,219.669299877,99,99.0
45,4,220.853708289,TRUE,679.144225549
7,6,223.237384527,99,99.0
51,-10,224.02101009,99,99.0
