code_event,myEvent,onsets,response,rt
1,Orange,137.358339148,99,99.0
10,L,137.45731027,L,713.021352596
2,DodgerBlue,139.542973721,99,99.0
10,L,140.375221547,L,696.267035732
1,Orange,142.460381749,99,99.0
10,L,143.27668322,L,662.57002647
1,Orange,145.36162191,99,99.0
10,L,145.994020224,L,512.889227481
1,Orange,148.079265547,99,99.0
13,T,148.761755218,T,646.281028341
2,DodgerBlue,150.846959493,99,99.0
12,T,150.945860088,T,763.067955326
1,Orange,153.031121493,99,99.0
12,T,153.613535228,T,663.059537648
1,Orange,155.698785571,99,99.0
10,L,155.797796139,L,746.590019437
2,DodgerBlue,157.882915304,99,99.0
10,L,158.565526903,L,579.626631457
2,DodgerBlue,160.650680148,99,99.0
11,L,161.316466603,L,529.739956139
2,DodgerBlue,163.401641824,99,99.0
12,T,163.900845104,T,696.406665316
2,DodgerBlue,165.986225927,99,99.0
11,L,166.769022148,L,495.967756142
1,Orange,168.853883,99,99.0
12,T,169.419616147,T,696.467594418
2,DodgerBlue,171.504974773,99,99.0
11,L,172.287470419,L,462.982416735
1,Orange,174.372759198,99,99.0
10,L,175.155257134,L,579.675362154
2,DodgerBlue,177.240428572,99,99.0
12,T,177.806327767,T,679.666525801
1,Orange,179.891528528,99,99.0
12,T,180.474042449,T,512.938622735
1,Orange,182.559300506,99,99.0
12,T,182.658065927,T,713.152816868
1,Orange,184.743337494,99,99.0
12,T,185.375863037,T,429.645911616
1,Orange,187.461014484,99,99.0
12,T,187.560094174,T,596.331044857
1,Orange,189.645430655,99,99.0
10,L,190.378151331,L,546.122890839
2,DodgerBlue,192.46304265,99,99.0
11,L,193.212253244,L,546.361726127
1,Orange,195.297628342,99,99.0
12,T,195.996788444,T,529.550173262
2,DodgerBlue,198.081958273,99,99.0
11,L,198.897772474,L,546.358983265
2,DodgerBlue,200.98297882,99,99.0
13,T,201.632236073,T,529.626765463
