code_event,myEvent,onsets,response,rt
1,Orange,0.00481510162354,99,99.0
13,T,0.740273952484,6,294.116973877
2,DodgerBlue,2.82157492638,99,99.0
13,T,3.58822393417,6,396.188020706
2,DodgerBlue,5.67191195488,99,99.0
13,T,6.30507802963,6,312.762975693
2,DodgerBlue,8.38898491859,99,99.0
13,T,9.20548200607,6,313.196897507
2,DodgerBlue,11.2894470692,99,99.0
12,T,11.389081955,-6,479.640960693
1,Orange,13.4728140831,99,99.0
12,T,14.3060839176,-6,313.035964966
2,DodgerBlue,16.3898260593,99,99.0
12,T,16.9733769894,-6,262.279987335
1,Orange,19.0567519665,99,99.0
12,T,19.7402160168,-6,312.914848328
1,Orange,21.8238868713,99,99.0
12,T,22.5405759811,-6,329.375982285
2,DodgerBlue,24.624423027,99,99.0
13,T,25.3572540283,6,262.964010239
1,Orange,27.4411239624,99,99.0
12,T,27.9410738945,-6,329.514026642
2,DodgerBlue,30.0248038769,99,99.0
13,T,30.524492979,6,329.648971558
2,DodgerBlue,32.6251349449,99,99.0
13,T,33.2249078751,6,313.315153122
2,DodgerBlue,35.3065550327,99,99.0
13,T,35.792140007,6,245.944023132
2,DodgerBlue,37.8749969006,99,99.0
13,T,38.5759260654,6,262.539863586
1,Orange,40.6593420506,99,99.0
12,T,41.1589519978,-6,313.335895538
1,Orange,43.2430410385,99,99.0
12,T,43.7759010792,-6,263.0879879
2,DodgerBlue,45.8597569466,99,99.0
13,T,46.4929850101,6,279.819965363
2,DodgerBlue,48.5768020153,99,99.0
13,T,49.0931699276,6,263.106107712
1,Orange,51.1770219803,99,99.0
12,T,51.2768678665,-6,379.92811203
1,Orange,53.3606479168,99,99.0
12,T,54.1104669571,-6,296.272039413
2,DodgerBlue,56.1942589283,99,99.0
13,T,57.0775880814,6,262.856960297
2,DodgerBlue,59.1612520218,99,99.0
13,T,60.0444889069,6,246.448993683
2,DodgerBlue,62.1285779476,99,99.0
13,T,62.8116979599,6,312.79706955
2,DodgerBlue,64.8953900337,99,99.0
13,T,65.545372963,6,312.815904617
2,DodgerBlue,67.6280229092,99,99.0
13,T,67.7274110317,6,414.342880249
1,Orange,69.8122808933,99,99.0
12,T,69.9123020172,-6,413.056850433
1,Orange,71.9958939552,99,99.0
12,T,72.8628818989,-6,295.951128006
1,Orange,74.9463748932,99,99.0
12,T,75.7296669483,-6,263.148069382
2,DodgerBlue,77.8134319782,99,99.0
13,T,78.5300359726,6,245.903015137
1,Orange,80.613658905,99,99.0
12,T,81.4468009472,-6,312.581062317
1,Orange,83.5298058987,99,99.0
12,T,83.6304709911,-6,379.57906723
1,Orange,85.714195013,99,99.0
12,T,86.3310539722,-6,296.108961105
2,DodgerBlue,88.4144999981,99,99.0
13,T,88.9811229706,6,312.865018845
2,DodgerBlue,91.0650470257,99,99.0
13,T,91.5649120808,6,329.312801361
2,DodgerBlue,93.6487050056,99,99.0
13,T,93.7482728958,6,379.6479702
1,Orange,95.83197999,99,99.0
12,T,96.3158729076,-6,295.95708847
2,DodgerBlue,98.3990988731,99,99.0
13,T,99.2490999699,6,312.777996063
1,Orange,101.332992077,99,99.0
13,T,101.965976954,6,312.94298172
1,Orange,104.049592018,99,99.0
13,T,104.799498081,6,278.93781662
1,Orange,106.883260012,99,99.0
12,T,107.683129072,-6,279.578924179
1,Orange,109.766869068,99,99.0
12,T,110.400369883,-6,296.119213104
2,DodgerBlue,112.483874083,99,99.0
13,T,113.117033005,6,463.207960129
2,DodgerBlue,115.200850964,99,99.0
13,T,116.017492056,6,279.450893402
2,DodgerBlue,118.101183891,99,99.0
13,T,118.700999022,6,346.556901932
1,Orange,120.784801006,99,99.0
12,T,121.384689093,-6,312.987804413
2,DodgerBlue,123.468446016,99,99.0
12,T,124.168899059,-6,295.872926712
2,DodgerBlue,126.252106905,99,99.0
12,T,126.350127935,-6,398.010969162
2,DodgerBlue,128.435798883,99,99.0
13,T,129.252206087,6,513.258934021
2,DodgerBlue,131.518372059,99,99.0
13,T,132.386436939,6,279.094934464
1,Orange,134.470227957,99,99.0
12,T,135.070046902,-6,279.268980026
2,DodgerBlue,137.153198957,99,99.0
13,T,137.88658309,6,279.751777649
2,DodgerBlue,139.971047878,99,99.0
13,T,140.536805868,6,296.214103699
2,DodgerBlue,142.62054801,99,99.0
13,T,143.470511913,6,279.760122299
2,DodgerBlue,145.554308891,99,99.0
13,T,146.319444895,6,297.675132751
1,Orange,148.404537916,99,99.0
12,T,149.137938976,-6,296.180963516
2,DodgerBlue,151.221539021,99,99.0
13,T,151.838191986,6,312.840938568
2,DodgerBlue,153.921822071,99,99.0
13,T,154.805022001,6,346.359014511
2,DodgerBlue,156.888845921,99,99.0
12,T,157.422069073,-6,313.056945801
2,DodgerBlue,159.506179094,99,99.0
13,T,160.072674036,6,296.002864838
2,DodgerBlue,162.156143904,99,99.0
13,T,162.655936956,6,346.446037292
1,Orange,164.739588022,99,99.0
12,T,165.42287302,-6,313.098907471
2,DodgerBlue,167.506788015,99,99.0
13,T,168.040282965,6,295.845031738
