code_event,myEvent,onsets,response,rt
1,Orange,0.0048348903656,99,99.0
13,T,0.573276996613,6,277.621984482
2,DodgerBlue,2.65480399132,99,99.0
12,T,3.50478291512,-6,312.914133072
2,DodgerBlue,5.58843302727,99,99.0
12,T,6.40497589111,-6,229.75897789
2,DodgerBlue,8.48883485794,99,99.0
12,T,9.37212085724,-6,279.592037201
2,DodgerBlue,11.4563748837,99,99.0
12,T,12.005646944,-6,363.281965256
2,DodgerBlue,14.0895729065,99,99.0
12,T,14.6724870205,-6,263.108968735
2,DodgerBlue,16.7551150322,99,99.0
12,T,17.4565980434,-6,246.130943298
1,Orange,19.5402989388,99,99.0
13,T,20.3232929707,6,279.222011566
1,Orange,22.4070019722,99,99.0
13,T,23.0234498978,6,296.12493515
2,DodgerBlue,25.1073558331,99,99.0
12,T,25.6739029884,-6,296.164989471
2,DodgerBlue,27.7575998306,99,99.0
12,T,28.3074388504,-6,279.550075531
1,Orange,30.3912520409,99,99.0
13,T,31.0085918903,6,328.983068466
2,DodgerBlue,33.1083269119,99,99.0
13,T,33.8239200115,6,297.415018082
2,DodgerBlue,35.9086089134,99,99.0
12,T,36.5250689983,-6,263.133049011
1,Orange,38.6089129448,99,99.0
13,T,39.2926619053,6,262.579917908
2,DodgerBlue,41.3758168221,99,99.0
12,T,42.1089348793,-6,263.112068176
1,Orange,44.1930308342,99,99.0
13,T,44.2925159931,6,346.592903137
2,DodgerBlue,46.376349926,99,99.0
12,T,46.9762158394,-6,263.060092926
2,DodgerBlue,49.0599989891,99,99.0
12,T,49.6932380199,-6,246.36387825
2,DodgerBlue,51.7771608829,99,99.0
12,T,52.5767149925,-6,262.637853622
2,DodgerBlue,54.6606040001,99,99.0
12,T,55.4105739594,-6,279.676914215
1,Orange,57.4942479134,99,99.0
13,T,58.2775168419,6,246.402025223
1,Orange,60.3614430428,99,99.0
13,T,60.9439308643,6,279.970169067
1,Orange,63.0281460285,99,99.0
13,T,63.86175704,6,279.11400795
1,Orange,65.945483923,99,99.0
13,T,66.5116758347,6,279.232025146
2,DodgerBlue,68.5954790115,99,99.0
12,T,69.3787498474,-6,279.659986496
