code_event,myEvent,onsets,response,rt
1,-6,0.00338831415866,99,99.0
10,T,0.608272557263,T,825.566602754
1,-6,2.65225990408,99,99.0
11,T,3.25374206749,T,1131.21610286
1,-6,5.30326984043,99,99.0
13,L,5.9047060915,L,947.896639351
2,6,7.95424659515,99,99.0
11,T,8.55542221642,T,698.140434804
2,6,10.6052495904,99,99.0
13,L,11.2066644852,L,764.549419517
2,6,13.2564730321,99,99.0
13,L,13.8570260981,L,781.888058526
2,6,15.9073327109,99,99.0
10,T,16.5141839874,T,692.392352968
2,6,18.5583174324,99,99.0
12,L,19.1593922453,L,831.579155056
2,6,21.209277673,99,99.0
10,T,21.8106320269,T,697.981500532
1,-6,23.8602270714,99,99.0
10,T,24.4615640329,T,748.09032958
1,-6,26.5112922587,99,99.0
12,L,27.1139205018,L,796.76735762
1,-6,29.162350646,99,99.0
12,L,29.7634816119,L,548.136228346
1,-6,31.8134138572,99,99.0
12,L,32.4145455208,L,648.143719416
2,6,34.4643163237,99,99.0
13,L,35.0662427279,L,647.448881879
1,-6,37.1154916245,99,99.0
12,L,37.7164748439,L,598.218474071
2,6,39.7666437855,99,99.0
11,T,40.3677273802,T,581.313438131
1,-6,42.4174107552,99,99.0
10,T,43.0186240483,T,764.847724233
1,-6,45.0684872776,99,99.0
10,T,45.6695203254,T,581.55702753
1,-6,47.7195936315,99,99.0
10,T,48.321285971,T,564.142530435
2,6,50.3704960498,99,99.0
13,L,50.9713372221,L,531.766367843
1,-6,53.0215694956,99,99.0
10,T,53.6230360683,T,564.435929875
1,-6,55.6725507525,99,99.0
10,T,56.2737487616,T,564.756685635
2,6,58.3235474831,99,99.0
11,T,58.9246144644,T,564.902600483
1,-6,60.974558009,99,99.0
12,L,61.5757640961,L,681.507688831
2,6,63.6257350481,99,99.0
11,T,64.2263972351,T,615.189683973
2,6,66.276842265,99,99.0
13,L,66.8780310381,L,781.305506011
2,6,68.9276208497,99,99.0
13,L,69.5298493782,L,697.142612888
1,-6,71.5786622205,99,99.0
10,T,72.1799197419,T,531.35136608
2,6,74.2306637593,99,99.0
11,T,74.831228726,T,597.769640968
1,-6,76.880651844,99,99.0
12,L,77.4816954029,L,481.607109075
2,6,79.5319604882,99,99.0
13,L,80.1334302187,L,514.239712036
1,-6,82.1827437073,99,99.0
12,L,82.7839406787,L,481.422238168
1,-6,84.8338999194,99,99.0
12,L,85.4352451395,L,497.788231005
1,-6,87.484751075,99,99.0
10,T,88.08633331,T,664.455279591
1,-6,90.1360061015,99,99.0
12,L,90.7377776797,L,513.965256745
1,-6,92.7868528932,99,99.0
12,L,93.387712291,L,581.755302846
1,-6,95.438068332,99,99.0
10,T,96.0390512177,T,564.769723103
2,6,98.0889087267,99,99.0
10,T,98.6907255797,T,680.818836321
1,-6,100.740036999,99,99.0
12,L,101.342576488,L,479.913706891
1,-6,103.390940666,99,99.0
12,L,103.992569896,L,614.341427921
2,6,106.042036734,99,99.0
12,L,106.64266918,L,498.532141792
2,6,108.69296462,99,99.0
11,T,109.295138231,T,530.44831939
1,-6,111.344212164,99,99.0
12,L,111.946796804,L,513.121211319
2,6,113.99497492,99,99.0
11,T,114.596120072,T,498.143518809
1,-6,116.646284893,99,99.0
10,T,117.247422948,T,547.899102094
1,-6,119.297265374,99,99.0
12,L,119.897995717,L,481.668185326
2,6,121.948199013,99,99.0
11,T,122.549292016,T,531.384902773
1,-6,124.599083119,99,99.0
11,T,125.201719708,T,563.315714826
1,-6,127.250122538,99,99.0
10,T,127.851234494,T,564.842140768
1,-6,129.901187154,99,99.0
12,L,130.502962251,L,597.512394655
2,6,132.552428544,99,99.0
11,T,133.153526644,T,647.962743067
1,-6,135.203176399,99,99.0
12,L,135.805108562,L,614.04084356
2,6,137.854225706,99,99.0
13,L,138.455415538,L,714.796425775
1,-6,140.505142678,99,99.0
10,T,141.107260338,T,547.236980172
1,-6,143.15621791,99,99.0
10,T,143.757580261,T,581.310343463
2,6,145.807224643,99,99.0
13,L,146.409046802,L,564.169582794
1,-6,148.458258062,99,99.0
10,T,149.059956522,T,547.615254298
1,-6,151.109327307,99,99.0
13,L,151.710868721,L,647.747935494
1,-6,153.760302988,99,99.0
10,T,154.36201715,T,597.616980318
2,6,156.411362452,99,99.0
11,T,157.012402432,T,581.563944812
1,-6,159.062329793,99,99.0
13,L,159.66534453,L,646.355758421
1,-6,161.713335074,99,99.0
12,L,162.3148761,L,597.811309854
1,-6,164.364406225,99,99.0
11,T,164.966018186,T,614.352838486
2,6,167.015429767,99,99.0
13,L,167.616925341,L,514.470293885
1,-6,169.666507117,99,99.0
12,L,170.267571545,L,548.164381529
1,-6,172.317484256,99,99.0
10,T,172.918627893,T,581.482985988
2,6,174.968491294,99,99.0
12,L,175.569551141,L,481.715093367
2,6,177.619701581,99,99.0
11,T,178.220922173,T,514.536269358
1,-6,180.270829997,99,99.0
10,T,180.873304031,T,546.523830038
1,-6,182.921767155,99,99.0
12,L,183.522650336,L,448.157317587
2,6,185.572751949,99,99.0
13,L,186.215599728,L,589.646624634
1,-6,188.257151975,99,99.0
12,L,188.861541476,L,711.423007655
1,-6,190.908152258,99,99.0
10,T,191.509492603,T,514.429031056
1,-6,193.559213292,99,99.0
10,T,194.160491874,T,731.199194328
1,-6,196.210149213,99,99.0
11,T,196.811442557,T,564.534028526
