code_event,myEvent,onsets,response,rt
1,-6,0.00373869680334,99,99.0
13,L,0.607915615314,L,892.68503536
2,6,2.65211299073,99,99.0
13,L,3.25312061911,L,531.686413451
1,-6,5.30328735011,99,99.0
12,L,5.90363863704,L,532.227612799
1,-6,7.95413801854,99,99.0
10,T,8.55624221999,T,580.690097995
2,6,10.6052364506,99,99.0
13,L,11.206348391,L,498.176580295
1,-6,13.2562149136,99,99.0
13,L,13.856644651,L,565.634694882
2,6,15.9073592401,99,99.0
11,T,16.514377529,T,675.598850125
1,-6,18.5583032822,99,99.0
12,L,19.1595588668,L,598.068285617
1,-6,21.2094066226,99,99.0
10,T,21.810578346,T,548.04094776
2,6,23.8605488167,99,99.0
13,L,24.4616245228,L,681.412579725
2,6,26.5113768296,99,99.0
11,T,27.1126573163,T,731.470037601
1,-6,29.1623856773,99,99.0
13,L,29.7639636718,L,581.069719512
1,-6,31.8135129875,99,99.0
10,T,32.4144778522,T,564.910486108
1,-6,34.464441198,99,99.0
12,L,35.0659045316,L,564.484215342
1,-6,37.1154434173,99,99.0
12,L,37.7163774311,L,498.383691651
2,6,39.7665710371,99,99.0
13,L,40.3677309472,L,564.784694463
2,6,42.4174719909,99,99.0
11,T,43.018784345,T,531.351507409
1,-6,45.0685409856,99,99.0
13,L,45.6694858925,L,514.987824368
2,6,47.7195918901,99,99.0
11,T,48.3206634549,T,631.538681453
1,-6,50.3705564013,99,99.0
10,T,50.9713929902,T,598.490959499
2,6,53.0216697205,99,99.0
13,L,53.6230289164,L,514.535556664
1,-6,55.6725326715,99,99.0
10,T,56.2737691284,T,531.477169716
2,6,58.3236389291,99,99.0
12,L,58.9242474383,L,432.015942759
1,-6,60.9746580324,99,99.0
12,L,61.5760160735,L,547.937585972
1,-6,63.6256305586,99,99.0
10,T,64.2273779835,T,547.593113151
1,-6,66.2767429124,99,99.0
12,L,66.8778478905,L,464.764662203
2,6,68.9279077591,99,99.0
13,L,69.5300970186,L,496.892664116
2,6,71.5787576183,99,99.0
11,T,72.1797297492,T,614.986043191
2,6,74.2297825322,99,99.0
11,T,74.8316695411,T,514.033683343
2,6,76.8807577981,99,99.0
12,L,77.4820147542,L,481.361673097
2,6,79.5317781917,99,99.0
10,T,80.1334514908,T,580.959422514
2,6,82.1828319143,99,99.0
11,T,82.7840083867,T,598.128023441
2,6,84.8338262087,99,99.0
13,L,85.435574975,L,547.565537388
2,6,87.484874987,99,99.0
13,L,88.0858573343,L,514.959313208
1,-6,90.1359715244,99,99.0
10,T,90.7376867149,T,530.828145565
1,-6,92.786875242,99,99.0
12,L,93.3881874367,L,548.009086284
2,6,95.4379078279,99,99.0
11,T,96.0397834805,T,647.549278219
1,-6,98.0889580227,99,99.0
10,T,98.6903174863,T,564.604274696
1,-6,100.73994974,99,99.0
12,L,101.340971317,L,464.930098737
2,6,103.390985315,99,99.0
13,L,103.992259263,L,447.986810468
2,6,106.042118231,99,99.0
13,L,106.642932366,L,515.041688574
2,6,108.693016337,99,99.0
11,T,109.294346098,T,581.370108412
1,-6,111.344037404,99,99.0
10,T,111.945364044,T,481.307483977
2,6,113.995255312,99,99.0
10,T,114.596142661,T,514.913226361
2,6,116.646185207,99,99.0
13,L,117.247407865,L,431.26604089
2,6,119.297279865,99,99.0
13,L,119.897931303,L,515.142102959
1,-6,121.948320796,99,99.0
10,T,122.549474009,T,547.962157289
2,6,124.599194728,99,99.0
13,L,125.201769678,L,480.002259603
1,-6,127.250378173,99,99.0
12,L,127.851233637,L,481.561455177
2,6,129.901334591,99,99.0
11,T,130.503040665,T,480.763704167
2,6,132.552427372,99,99.0
13,L,133.153802525,L,431.007618667
2,6,135.20340514,99,99.0
13,L,135.80479522,L,397.704668343
1,-6,137.854407281,99,99.0
12,L,138.455483098,L,531.397540122
2,6,140.505444736,99,99.0
11,T,141.107264193,T,463.951308164
1,-6,143.156495376,99,99.0
12,L,143.757292828,L,531.658097869
2,6,145.807501309,99,99.0
13,L,146.408965293,L,530.981822638
1,-6,148.458493309,99,99.0
12,L,149.059307883,L,398.266285658
1,-6,151.109340543,99,99.0
12,L,151.711074398,L,447.569138021
1,-6,153.760512376,99,99.0
11,T,154.361731119,T,581.299889367
1,-6,156.4117346,99,99.0
10,T,157.012925168,T,581.131418352
2,6,159.062645394,99,99.0
13,L,159.663685398,L,481.352665694
2,6,161.713600215,99,99.0
11,T,162.314485955,T,648.305318202
1,-6,164.364724499,99,99.0
10,T,164.966064514,T,497.676586616
2,6,167.015949358,99,99.0
11,T,167.616750341,T,514.69675859
1,-6,169.666674328,99,99.0
11,T,170.267334999,T,498.466355843
1,-6,172.317861586,99,99.0
12,L,172.918717071,L,464.764806558
1,-6,174.968801562,99,99.0
10,T,175.570790739,T,530.429200851
1,-6,177.6195768,99,99.0
12,L,178.221593796,L,513.943644823
2,6,180.270637933,99,99.0
13,L,180.873134465,L,580.11009288
1,-6,182.921732425,99,99.0
12,L,183.523194931,L,414.406893426
1,-6,185.572739059,99,99.0
10,T,186.217302748,T,521.380942431
2,6,188.257052656,99,99.0
13,L,188.858480356,L,531.179159647
1,-6,190.907962235,99,99.0
10,T,191.509140963,T,531.505097402
2,6,193.559067659,99,99.0
13,L,194.161054259,L,630.668464699
1,-6,196.21013586,99,99.0
12,L,196.811504539,L,564.556741156
