code_event,myEvent,onsets,response,rt
2,6,0.00337371882051,99,99.0
13,L,0.607342629693,L,443.07998009
1,-6,2.65225284244,99,99.0
12,L,3.25286510808,L,498.606893118
2,6,5.30333179503,99,99.0
13,L,5.90345090593,L,465.680069639
1,-6,7.95418208733,99,99.0
12,L,8.55483948952,L,398.632253055
1,-6,10.6053258816,99,99.0
11,T,11.2069069527,T,547.645512852
1,-6,13.256231115,99,99.0
12,L,13.8565666155,L,398.945532157
1,-6,15.9074044849,99,99.0
12,L,16.513774309,L,442.767849891
1,-6,18.5582928372,99,99.0
12,L,19.1592598613,L,414.948754478
1,-6,21.209379549,99,99.0
10,T,21.810413869,T,581.551445532
2,6,23.8603218439,99,99.0
11,T,24.4610398861,T,548.59542835
2,6,26.5113443576,99,99.0
13,L,27.1126227421,L,448.010530556
1,-6,29.162349876,99,99.0
10,T,29.7631885943,T,465.135429637
1,-6,31.8134911138,99,99.0
10,T,32.414500643,T,564.92943631
2,6,34.4645215946,99,99.0
11,T,35.0655547987,T,481.475131004
2,6,37.1154170536,99,99.0
10,T,37.716593156,T,481.547253788
2,6,39.7664874617,99,99.0
13,L,40.3677795213,L,547.998238355
1,-6,42.4174781683,99,99.0
10,T,43.0180142239,T,498.756197398
2,6,45.0685224443,99,99.0
12,L,45.6698116558,L,514.721811051
2,6,47.7196576792,99,99.0
13,L,48.321155605,L,464.32363661
2,6,50.3705859319,99,99.0
13,L,50.9714081811,L,565.117753926
1,-6,53.0215897452,99,99.0
12,L,53.6227130629,L,548.175656702
2,6,55.6726158198,99,99.0
11,T,56.2732348914,T,548.66700375
2,6,58.3237007422,99,99.0
11,T,58.924657607,T,498.241313733
2,6,60.9746850758,99,99.0
13,L,61.5757427339,L,631.577276741
2,6,63.6256453043,99,99.0
11,T,64.2263670218,T,581.999863731
1,-6,66.2768603762,99,99.0
11,T,66.8779140403,T,514.738123748
1,-6,68.9276965845,99,99.0
12,L,69.5281422287,L,532.190746861
2,6,71.5789445133,99,99.0
11,T,72.1811773155,T,463.496042066
1,-6,74.2298743872,99,99.0
11,T,74.8308037424,T,498.227797914
1,-6,76.8809082393,99,99.0
12,L,77.4818181029,L,431.597280898
1,-6,79.531929953,99,99.0
13,L,80.1329910277,L,581.450808677
1,-6,82.1829624277,99,99.0
12,L,82.7840065851,L,581.460721442
2,6,84.8339740543,99,99.0
13,L,85.4352243517,L,547.899177298
2,6,87.4850464024,99,99.0
11,T,88.0860504218,T,614.792748238
1,-6,90.1359980174,99,99.0
10,T,90.7370588274,T,514.773154981
1,-6,92.7870237041,99,99.0
12,L,93.3880879456,L,798.257134156
1,-6,95.4380509999,99,99.0
10,T,96.039232615,T,497.977787629
1,-6,98.0891221298,99,99.0
12,L,98.6903027014,L,481.244633324
2,6,100.740069155,99,99.0
11,T,101.341112853,T,598.162426264
2,6,103.391165248,99,99.0
13,L,103.992024158,L,548.258200521
1,-6,106.042132863,99,99.0
10,T,106.642893124,T,531.763760257
2,6,108.693159728,99,99.0
10,T,109.294365575,T,497.959688539
1,-6,111.344369567,99,99.0
12,L,111.94503336,L,464.938128716
1,-6,113.995230028,99,99.0
12,L,114.595626301,L,448.715683771
2,6,116.646069526,99,99.0
13,L,117.247078845,L,498.291975004
1,-6,119.297352884,99,99.0
12,L,119.897672077,L,482.043103199
1,-6,121.948331792,99,99.0
10,T,122.549274064,T,581.507103052
2,6,124.599155904,99,99.0
11,T,125.201429436,T,480.344879907
2,6,127.250232438,99,99.0
13,L,127.851448489,L,514.677742263
2,6,129.901359631,99,99.0
13,L,130.502526308,L,531.306620571
2,6,132.552384464,99,99.0
11,T,133.153546235,T,564.657600597
1,-6,135.203217141,99,99.0
10,T,135.80464467,T,614.596409723
2,6,137.854230365,99,99.0
13,L,138.455491555,L,498.043597792
2,6,140.505288,99,99.0
13,L,141.106686092,L,531.278184615
1,-6,143.156530693,99,99.0
11,T,143.757691589,T,531.278082286
2,6,145.807321365,99,99.0
13,L,146.408657096,L,464.620657149
2,6,148.45832307,99,99.0
11,T,149.059448171,T,581.557806465
2,6,151.10943973,99,99.0
13,L,151.710749311,L,481.225379277
2,6,153.760480388,99,99.0
11,T,154.362070509,T,597.639632761
2,6,156.411389892,99,99.0
13,L,157.012231507,L,498.471880564
1,-6,159.062397426,99,99.0
12,L,159.6635724,L,398.093519849
2,6,161.713411055,99,99.0
13,L,162.314032602,L,582.065430121
1,-6,164.364535394,99,99.0
11,T,164.965675485,T,631.471776636
2,6,167.015486807,99,99.0
11,T,167.616653457,T,614.847514895
1,-6,169.666510136,99,99.0
12,L,170.267299026,L,698.57942441
1,-6,172.31766969,99,99.0
10,T,172.918553767,T,648.335561622
1,-6,174.968707407,99,99.0
12,L,175.569064269,L,482.077972032
2,6,177.619831727,99,99.0
11,T,178.223303498,T,528.923929669
2,6,180.270810816,99,99.0
11,T,180.873756753,T,579.545326647
2,6,182.921840632,99,99.0
11,T,183.522876503,T,514.698433806
1,-6,185.572823714,99,99.0
10,T,186.214396202,T,507.628869032
2,6,188.257195109,99,99.0
10,T,188.858422534,T,531.240627053
1,-6,190.908023849,99,99.0
12,L,191.509123967,L,464.842986432
1,-6,193.559201878,99,99.0
10,T,194.160514139,T,581.18503599
2,6,196.210208064,99,99.0
11,T,196.811290706,T,548.102550325
