code_event,myEvent,onsets,response,rt
1,-6,0.00379920459818,99,99.0
12,L,0.608244003961,L,475.560117979
1,-6,2.65233610501,99,99.0
12,L,3.25308910047,L,398.356612772
1,-6,5.30321768741,99,99.0
11,T,5.90457590891,T,497.916269233
1,-6,7.95440056396,99,99.0
10,T,8.55528438871,T,514.891815954
1,-6,10.6054239951,99,99.0
11,T,11.2065543294,T,481.297550257
2,6,13.2564456698,99,99.0
13,L,13.8570785187,L,465.125796618
2,6,15.9073576491,99,99.0
13,L,16.5142507508,L,425.66596414
2,6,18.558437979,99,99.0
11,T,19.1589951111,T,398.558277637
2,6,21.2094847603,99,99.0
11,T,21.8105425868,T,414.715775638
2,6,23.8604971238,99,99.0
11,T,24.4613989573,T,364.855254767
2,6,26.5115894987,99,99.0
13,L,27.1133205087,L,430.641723331
2,6,29.1625118238,99,99.0
13,L,29.763655355,L,481.350013055
1,-6,31.8136880148,99,99.0
10,T,32.4141921938,T,465.152097284
1,-6,34.4645593296,99,99.0
12,L,35.065849741,L,314.595518517
1,-6,37.115576911,99,99.0
10,T,37.7161066238,T,448.619100964
1,-6,39.7664847489,99,99.0
10,T,40.3687082399,T,547.068421845
1,-6,42.417479284,99,99.0
10,T,43.0188962449,T,447.882711887
2,6,45.0685454577,99,99.0
13,L,45.6696923302,L,414.74259051
2,6,47.7196583889,99,99.0
11,T,48.3207675263,T,431.356467539
2,6,50.3709149553,99,99.0
13,L,50.9715759754,L,514.906901517
1,-6,53.021702036,99,99.0
10,T,53.6230301826,T,481.156781199
2,6,55.6726577112,99,99.0
11,T,56.2741669753,T,597.762838006
1,-6,58.3238742688,99,99.0
11,T,58.9246173967,T,481.605319539
2,6,60.9747948013,99,99.0
13,L,61.5760098178,L,431.21584889
1,-6,63.6256378727,99,99.0
12,L,64.2266354891,L,514.979725122
1,-6,66.2766974659,99,99.0
10,T,66.8782600469,T,564.40121436
2,6,68.9277078476,99,99.0
11,T,69.5303916091,T,479.927339824
1,-6,71.5787598558,99,99.0
10,T,72.1797337341,T,548.290467821
2,6,74.229735982,99,99.0
12,L,74.8312149155,L,497.823220212
1,-6,76.8807833106,99,99.0
12,L,77.4821439863,L,481.371994829
2,6,79.5318103267,99,99.0
12,L,80.1338147273,L,497.24649929
1,-6,82.1829772936,99,99.0
13,L,82.7839031362,L,564.885211061
2,6,84.8338369995,99,99.0
12,L,85.4355105092,L,380.891502486
2,6,87.4848722952,99,99.0
13,L,88.0861204001,L,598.05382858
1,-6,90.1358743369,99,99.0
12,L,90.7374895733,L,514.33542266
1,-6,92.7868753923,99,99.0
12,L,93.3880203941,L,381.441098754
2,6,95.4379412261,99,99.0
11,T,96.0435446101,T,410.264978418
2,6,98.0889520678,99,99.0
12,L,98.6903035465,L,364.545461256
2,6,100.740032611,99,99.0
10,T,101.340988868,T,481.580312247
2,6,103.390968296,99,99.0
12,L,103.992318027,L,547.955537913
1,-6,106.042001077,99,99.0
10,T,106.643001611,T,498.289869749
1,-6,108.693035558,99,99.0
12,L,109.294369262,L,397.890814464
1,-6,111.344037599,99,99.0
10,T,111.945816453,T,447.474203422
1,-6,113.995086961,99,99.0
12,L,114.596224131,L,548.127001384
2,6,116.646422504,99,99.0
12,L,117.247430539,L,447.916636476
1,-6,119.297064482,99,99.0
12,L,119.898011858,L,498.377249693
1,-6,121.948409653,99,99.0
10,T,122.549982889,T,480.758795864
1,-6,124.599459066,99,99.0
10,T,125.201647519,T,546.799798147
1,-6,127.250393697,99,99.0
12,L,127.851484218,L,481.295129168
1,-6,129.901348645,99,99.0
10,T,130.502699859,T,497.774931835
2,6,132.552376133,99,99.0
11,T,133.153349028,T,531.487280969
1,-6,135.203371453,99,99.0
12,L,135.804705073,L,464.460071758
2,6,137.854473599,99,99.0
11,T,138.45529937,T,464.877915685
2,6,140.505523992,99,99.0
11,T,141.106998,T,464.195974288
1,-6,143.15641276,99,99.0
10,T,143.757572673,T,564.698607894
2,6,145.807508831,99,99.0
11,T,146.409042778,T,414.178780746
1,-6,148.458518467,99,99.0
11,T,149.059297152,T,481.642380939
1,-6,151.109509621,99,99.0
13,L,151.711185311,L,514.11441958
1,-6,153.760576839,99,99.0
10,T,154.362287422,L,697.449919069
1,-6,156.411549094,99,99.0
10,T,157.017126854,T,376.878428506
2,6,159.062577596,99,99.0
12,L,159.663719545,L,531.327504548
2,6,161.713602672,99,99.0
13,L,162.314352344,L,515.043357736
1,-6,164.364780782,99,99.0
11,T,164.965816356,T,547.947029583
2,6,167.015729958,99,99.0
12,L,167.616834563,L,464.579890599
2,6,169.666675437,99,99.0
13,L,170.267370596,L,581.805458991
1,-6,172.317541068,99,99.0
10,T,172.918794872,L,731.446603197
1,-6,174.968530866,99,99.0
10,T,175.569166993,T,431.956680026
1,-6,177.619741535,99,99.0
12,L,178.220903647,L,648.018469103
2,6,180.270631307,99,99.0
13,L,180.872970496,L,446.87228254
1,-6,182.921706572,99,99.0
11,T,183.522964151,T,647.975513013
2,6,185.572616897,99,99.0
11,T,186.215277276,T,473.316045594
1,-6,188.257075852,99,99.0
12,L,188.858636608,L,397.594789392
2,6,190.908022454,99,99.0
12,L,191.509391211,L,481.240738533
2,6,193.55904276,99,99.0
13,L,194.160674968,L,631.024823175
2,6,196.21005934,99,99.0
12,L,196.811560502,L,597.816663212
